pincode,area,neighborhood,latitude,longitude,occurrence_time,report_time,authority_arrival_time,hour,day_of_week,is_weekend,is_night,is_evening,is_rush_hour,reporting_delay_minutes,response_time_minutes,total_resolution_time_minutes,victim_age,signal_count_last_7d,signal_count_last_30d,signal_density_ratio,risk_level
600009,Kilpauk,West Chennai,13.084329,80.208347,2025-07-15T03:26:00,2025-07-15T03:46:00,2025-07-15T04:03:00,3,3,0,1,0,0,20,17,37,55,5,25,0.2,1
600009,Kilpauk,West Chennai,13.089688,80.206327,2025-10-09T12:35:00,2025-10-09T12:58:00,2025-10-09T13:15:00,12,0,0,0,0,0,23,17,40,57,4,24,0.167,0
600009,Kilpauk,West Chennai,13.083759,80.214633,2025-08-12T01:08:00,2025-08-12T01:32:00,2025-08-12T01:45:00,1,2,0,1,0,0,24,13,37,38,7,19,0.368,1
600009,Kilpauk,West Chennai,13.087905,80.21329,2025-07-16T00:09:00,2025-07-16T00:17:00,2025-07-16T00:27:00,0,0,0,1,0,0,8,10,18,59,7,10,0.7,1
600009,Kilpauk,West Chennai,13.083163,80.206492,2025-11-11T21:34:00,2025-11-11T22:04:00,2025-11-11T22:17:00,21,2,0,0,1,0,30,13,43,45,7,17,0.412,1
600009,Kilpauk,West Chennai,13.083981,80.208561,2025-09-04T05:19:00,2025-09-04T05:24:00,2025-09-04T05:42:00,5,1,0,1,0,0,5,18,23,35,4,17,0.235,1
600009,Kilpauk,West Chennai,13.089423,80.211418,2025-06-06T14:31:00,2025-06-06T14:48:00,2025-06-06T15:00:00,14,3,0,0,0,0,17,12,29,51,4,17,0.235,0
600009,Kilpauk,West Chennai,13.086565,80.207067,2025-09-18T22:49:00,2025-09-18T23:08:00,2025-09-18T23:19:00,22,6,1,1,0,0,19,11,30,26,2,21,0.095,1
600009,Kilpauk,West Chennai,13.083107,80.212114,2025-10-13T17:23:00,2025-10-13T17:36:00,2025-10-13T17:48:00,17,1,0,0,1,1,13,12,25,59,3,12,0.25,0
600009,Kilpauk,West Chennai,13.081719,80.210252,2025-11-17T13:22:00,2025-11-17T13:48:00,2025-11-17T14:05:00,13,2,0,0,0,0,26,17,43,48,4,20,0.2,0
600009,Kilpauk,West Chennai,13.086174,80.214868,2025-10-11T14:03:00,2025-10-11T14:14:00,2025-10-11T14:30:00,14,4,0,0,0,0,11,16,27,22,7,22,0.318,1
600009,Kilpauk,West Chennai,13.081689,80.2061,2025-09-05T18:01:00,2025-09-05T18:25:00,2025-09-05T18:45:00,18,1,0,0,1,1,24,20,44,57,6,10,0.6,1
600009,Kilpauk,West Chennai,13.088824,80.210814,2025-09-04T09:03:00,2025-09-04T09:33:00,2025-09-04T09:45:00,9,1,0,0,0,1,30,12,42,42,2,13,0.154,0
600009,Kilpauk,West Chennai,13.087328,80.207813,2025-11-16T01:40:00,2025-11-16T01:47:00,2025-11-16T02:03:00,1,5,1,1,0,0,7,16,23,35,3,17,0.176,1
600009,Kilpauk,West Chennai,13.081348,80.205268,2025-08-29T15:16:00,2025-08-29T15:24:00,2025-08-29T15:43:00,15,5,1,0,0,0,8,19,27,44,5,15,0.333,1
600009,Kilpauk,West Chennai,13.083903,80.213983,2025-11-24T17:40:00,2025-11-24T17:45:00,2025-11-24T18:05:00,17,1,0,0,1,1,5,20,25,73,3,15,0.2,0
600009,Kilpauk,West Chennai,13.082749,80.214253,2025-11-08T21:41:00,2025-11-08T22:11:00,2025-11-08T22:22:00,21,5,1,0,1,0,30,11,41,55,6,15,0.4,1
600009,Kilpauk,West Chennai,13.080364,80.208014,2025-07-02T13:56:00,2025-07-02T14:10:00,2025-07-02T14:21:00,13,4,0,0,0,0,14,11,25,54,6,19,0.316,1
600009,Kilpauk,West Chennai,13.084128,80.20754,2025-07-02T03:16:00,2025-07-02T03:25:00,2025-07-02T03:33:00,3,0,0,1,0,0,9,8,17,56,3,17,0.176,1
600009,Kilpauk,West Chennai,13.089435,80.210719,2025-07-06T01:18:00,2025-07-06T01:41:00,2025-07-06T01:57:00,1,5,1,1,0,0,23,16,39,49,2,14,0.143,1
600009,Kilpauk,West Chennai,13.085291,80.209766,2025-07-09T00:24:00,2025-07-09T00:53:00,2025-07-09T01:05:00,0,3,0,1,0,0,29,12,41,43,7,15,0.467,1
600009,Kilpauk,West Chennai,13.081453,80.212218,2025-07-10T12:55:00,2025-07-10T13:06:00,2025-07-10T13:17:00,12,6,1,0,0,0,11,11,22,38,6,29,0.207,1
600009,Kilpauk,West Chennai,13.08046,80.212764,2025-08-18T20:57:00,2025-08-18T21:27:00,2025-08-18T21:36:00,20,3,0,0,1,0,30,9,39,35,6,14,0.429,1
600009,Kilpauk,West Chennai,13.080794,80.211218,2025-08-25T08:06:00,2025-08-25T08:33:00,2025-08-25T08:49:00,8,4,0,0,0,1,27,16,43,57,6,24,0.25,1
600009,Kilpauk,West Chennai,13.083188,80.206046,2025-08-09T13:25:00,2025-08-09T13:46:00,2025-08-09T13:54:00,13,1,0,0,0,0,21,8,29,24,3,25,0.12,0
600009,Kilpauk,West Chennai,13.08256,80.209617,2025-06-17T23:22:00,2025-06-17T23:43:00,2025-06-17T23:56:00,23,2,0,1,0,0,21,13,34,18,6,30,0.2,1
600009,Kilpauk,West Chennai,13.080688,80.207857,2025-08-22T03:47:00,2025-08-22T03:58:00,2025-08-22T04:10:00,3,6,1,1,0,0,11,12,23,57,7,26,0.269,1
600009,Kilpauk,West Chennai,13.081761,80.206524,2025-07-31T21:34:00,2025-07-31T21:51:00,2025-07-31T21:59:00,21,6,1,0,1,0,17,8,25,48,2,27,0.074,0
600009,Kilpauk,West Chennai,13.084315,80.206032,2025-10-17T10:12:00,2025-10-17T10:30:00,2025-10-17T10:39:00,10,6,1,0,0,0,18,9,27,71,6,19,0.316,1
600009,Kilpauk,West Chennai,13.088972,80.210283,2025-08-07T13:53:00,2025-08-07T14:04:00,2025-08-07T14:23:00,13,1,0,0,0,0,11,19,30,55,7,11,0.636,1
600009,Kilpauk,West Chennai,13.087402,80.213803,2025-07-10T15:44:00,2025-07-10T15:50:00,2025-07-10T16:05:00,15,6,1,0,0,0,6,15,21,61,6,18,0.333,1
600009,Kilpauk,West Chennai,13.089168,80.21098,2025-06-25T16:22:00,2025-06-25T16:28:00,2025-06-25T16:41:00,16,6,1,0,0,0,6,13,19,18,2,16,0.125,0
600009,Kilpauk,West Chennai,13.081605,80.214459,2025-06-25T09:28:00,2025-06-25T09:41:00,2025-06-25T09:51:00,9,4,0,0,0,1,13,10,23,60,4,10,0.4,0
600009,Kilpauk,West Chennai,13.085725,80.214678,2025-11-14T23:09:00,2025-11-14T23:35:00,2025-11-14T23:47:00,23,4,0,1,0,0,26,12,38,61,7,23,0.304,1
600009,Kilpauk,West Chennai,13.084873,80.207728,2025-11-27T19:14:00,2025-11-27T19:31:00,2025-11-27T19:40:00,19,0,0,0,1,1,17,9,26,48,5,26,0.192,1
600009,Kilpauk,West Chennai,13.086529,80.207436,2025-09-18T20:40:00,2025-09-18T20:54:00,2025-09-18T21:11:00,20,6,1,0,1,0,14,17,31,28,5,30,0.167,1
600009,Kilpauk,West Chennai,13.084212,80.20988,2025-09-27T22:49:00,2025-09-27T22:59:00,2025-09-27T23:12:00,22,2,0,1,0,0,10,13,23,43,5,17,0.294,1
600009,Kilpauk,West Chennai,13.083069,80.213059,2025-08-01T14:23:00,2025-08-01T14:43:00,2025-08-01T14:55:00,14,3,0,0,0,0,20,12,32,74,6,17,0.353,1
600009,Kilpauk,West Chennai,13.089346,80.21334,2025-07-25T17:50:00,2025-07-25T18:20:00,2025-07-25T18:37:00,17,4,0,0,1,1,30,17,47,64,2,27,0.074,0
600009,Kilpauk,West Chennai,13.087005,80.214412,2025-07-07T07:10:00,2025-07-07T07:33:00,2025-07-07T07:46:00,7,5,1,0,0,0,23,13,36,63,6,24,0.25,1
600009,Kilpauk,West Chennai,13.084728,80.206305,2025-06-04T18:24:00,2025-06-04T18:54:00,2025-06-04T19:14:00,18,3,0,0,1,1,30,20,50,33,5,17,0.294,1
600009,Kilpauk,West Chennai,13.087302,80.214759,2025-08-16T08:19:00,2025-08-16T08:27:00,2025-08-16T08:43:00,8,3,0,0,0,1,8,16,24,69,5,23,0.217,1
600009,Kilpauk,West Chennai,13.087536,80.206822,2025-07-05T02:25:00,2025-07-05T02:32:00,2025-07-05T02:47:00,2,6,1,1,0,0,7,15,22,71,6,15,0.4,1
600009,Kilpauk,West Chennai,13.087028,80.207711,2025-10-18T21:47:00,2025-10-18T21:58:00,2025-10-18T22:06:00,21,0,0,0,1,0,11,8,19,60,2,10,0.2,0
600009,Kilpauk,West Chennai,13.086916,80.205856,2025-10-24T17:02:00,2025-10-24T17:12:00,2025-10-24T17:25:00,17,3,0,0,1,1,10,13,23,58,7,11,0.636,1
600009,Kilpauk,West Chennai,13.085509,80.213645,2025-08-06T09:58:00,2025-08-06T10:23:00,2025-08-06T10:43:00,9,3,0,0,0,1,25,20,45,45,3,27,0.111,0
600009,Kilpauk,West Chennai,13.081182,80.210405,2025-09-30T08:47:00,2025-09-30T09:10:00,2025-09-30T09:29:00,8,4,0,0,0,1,23,19,42,47,5,21,0.238,1
600009,Kilpauk,West Chennai,13.086278,80.212319,2025-11-19T07:45:00,2025-11-19T08:04:00,2025-11-19T08:21:00,7,2,0,0,0,0,19,17,36,51,3,11,0.273,0
600009,Kilpauk,West Chennai,13.082804,80.210072,2025-08-30T17:09:00,2025-08-30T17:23:00,2025-08-30T17:36:00,17,2,0,0,1,1,14,13,27,53,4,29,0.138,0
600009,Kilpauk,West Chennai,13.080188,80.212953,2025-11-11T19:35:00,2025-11-11T20:03:00,2025-11-11T20:18:00,19,3,0,0,1,1,28,15,43,33,5,29,0.172,1
600009,Kilpauk,West Chennai,13.082358,80.210816,2025-11-01T10:34:00,2025-11-01T10:58:00,2025-11-01T11:12:00,10,2,0,0,0,0,24,14,38,24,7,23,0.304,1
600009,Kilpauk,West Chennai,13.081386,80.211266,2025-10-21T02:36:00,2025-10-21T03:05:00,2025-10-21T03:18:00,2,0,0,1,0,0,29,13,42,21,4,28,0.143,1
600009,Kilpauk,West Chennai,13.089447,80.209122,2025-09-25T15:22:00,2025-09-25T15:35:00,2025-09-25T15:55:00,15,5,1,0,0,0,13,20,33,56,3,10,0.3,0
600009,Kilpauk,West Chennai,13.089542,80.206804,2025-11-02T05:28:00,2025-11-02T05:42:00,2025-11-02T05:56:00,5,4,0,1,0,0,14,14,28,52,6,24,0.25,1
600009,Kilpauk,West Chennai,13.08476,80.213912,2025-08-23T21:42:00,2025-08-23T21:55:00,2025-08-23T22:06:00,21,2,0,0,1,0,13,11,24,70,3,22,0.136,0
600009,Kilpauk,West Chennai,13.086575,80.214423,2025-07-11T01:25:00,2025-07-11T01:30:00,2025-07-11T01:39:00,1,6,1,1,0,0,5,9,14,46,6,24,0.25,1
600009,Kilpauk,West Chennai,13.08371,80.213072,2025-11-03T03:30:00,2025-11-03T03:35:00,2025-11-03T03:46:00,3,4,0,1,0,0,5,11,16,60,7,21,0.333,1
600009,Kilpauk,West Chennai,13.087273,80.214375,2025-08-07T10:22:00,2025-08-07T10:51:00,2025-08-07T11:09:00,10,2,0,0,0,0,29,18,47,37,6,22,0.273,1
600009,Kilpauk,West Chennai,13.087837,80.20802,2025-10-23T09:17:00,2025-10-23T09:23:00,2025-10-23T09:31:00,9,5,1,0,0,1,6,8,14,35,4,12,0.333,0
600009,Kilpauk,West Chennai,13.085582,80.209264,2025-08-01T03:13:00,2025-08-01T03:28:00,2025-08-01T03:44:00,3,6,1,1,0,0,15,16,31,21,3,27,0.111,1
600009,Kilpauk,West Chennai,13.087238,80.206121,2025-11-15T01:46:00,2025-11-15T02:07:00,2025-11-15T02:15:00,1,5,1,1,0,0,21,8,29,34,5,15,0.333,1
600009,Kilpauk,West Chennai,13.083004,80.213845,2025-06-06T11:02:00,2025-06-06T11:20:00,2025-06-06T11:35:00,11,0,0,0,0,0,18,15,33,66,5,22,0.227,1
600009,Kilpauk,West Chennai,13.089474,80.20587,2025-09-30T04:14:00,2025-09-30T04:28:00,2025-09-30T04:48:00,4,3,0,1,0,0,14,20,34,49,5,14,0.357,1
600009,Kilpauk,West Chennai,13.086521,80.214499,2025-07-20T02:06:00,2025-07-20T02:14:00,2025-07-20T02:34:00,2,6,1,1,0,0,8,20,28,22,2,19,0.105,1
600009,Kilpauk,West Chennai,13.085607,80.213713,2025-07-07T03:18:00,2025-07-07T03:30:00,2025-07-07T03:43:00,3,1,0,1,0,0,12,13,25,22,5,11,0.455,1
600009,Kilpauk,West Chennai,13.082548,80.21346,2025-09-12T07:42:00,2025-09-12T08:00:00,2025-09-12T08:08:00,7,5,1,0,0,0,18,8,26,72,5,17,0.294,1
600009,Kilpauk,West Chennai,13.084833,80.205892,2025-07-08T11:59:00,2025-07-08T12:22:00,2025-07-08T12:36:00,11,5,1,0,0,0,23,14,37,42,5,22,0.227,1
600009,Kilpauk,West Chennai,13.082508,80.207637,2025-10-03T01:08:00,2025-10-03T01:38:00,2025-10-03T01:52:00,1,3,0,1,0,0,30,14,44,48,6,29,0.207,1
600009,Kilpauk,West Chennai,13.080782,80.214731,2025-10-20T01:50:00,2025-10-20T02:16:00,2025-10-20T02:35:00,1,3,0,1,0,0,26,19,45,39,6,14,0.429,1
600009,Kilpauk,West Chennai,13.088665,80.206476,2025-10-09T22:14:00,2025-10-09T22:25:00,2025-10-09T22:43:00,22,3,0,1,0,0,11,18,29,54,5,21,0.238,1
600009,Kilpauk,West Chennai,13.089032,80.207185,2025-09-12T22:48:00,2025-09-12T23:08:00,2025-09-12T23:22:00,22,0,0,1,0,0,20,14,34,72,6,23,0.261,1
600009,Kilpauk,West Chennai,13.080925,80.213967,2025-07-30T10:18:00,2025-07-30T10:34:00,2025-07-30T10:46:00,10,3,0,0,0,0,16,12,28,31,5,30,0.167,1
600009,Kilpauk,West Chennai,13.084893,80.210492,2025-11-07T00:12:00,2025-11-07T00:29:00,2025-11-07T00:41:00,0,2,0,1,0,0,17,12,29,28,5,19,0.263,1
600009,Kilpauk,West Chennai,13.087324,80.214265,2025-09-06T20:15:00,2025-09-06T20:40:00,2025-09-06T20:57:00,20,5,1,0,1,0,25,17,42,72,3,30,0.1,0
600009,Kilpauk,West Chennai,13.081218,80.205226,2025-09-19T21:45:00,2025-09-19T22:15:00,2025-09-19T22:27:00,21,5,1,0,1,0,30,12,42,38,2,22,0.091,0
600009,Kilpauk,West Chennai,13.080221,80.214011,2025-11-23T12:14:00,2025-11-23T12:30:00,2025-11-23T12:39:00,12,1,0,0,0,0,16,9,25,47,6,28,0.214,1
600010,Vepery,Central Chennai,13.091434,80.248014,2025-06-15T20:53:00,2025-06-15T21:04:00,2025-06-15T21:18:00,20,5,1,0,1,0,11,14,25,25,7,11,0.636,1
600010,Vepery,Central Chennai,13.097635,80.249734,2025-06-24T07:58:00,2025-06-24T08:04:00,2025-06-24T08:23:00,7,0,0,0,0,0,6,19,25,70,7,19,0.368,1
600010,Vepery,Central Chennai,13.095421,80.248039,2025-11-04T08:53:00,2025-11-04T09:02:00,2025-11-04T09:19:00,8,5,1,0,0,1,9,17,26,57,4,21,0.19,0
600010,Vepery,Central Chennai,13.094636,80.251075,2025-09-16T03:10:00,2025-09-16T03:39:00,2025-09-16T03:59:00,3,2,0,1,0,0,29,20,49,54,7,19,0.368,1
600010,Vepery,Central Chennai,13.095019,80.245396,2025-06-10T16:40:00,2025-06-10T17:06:00,2025-06-10T17:18:00,16,6,1,0,0,0,26,12,38,25,5,24,0.208,1
600010,Vepery,Central Chennai,13.091746,80.250056,2025-06-28T08:50:00,2025-06-28T09:03:00,2025-06-28T09:23:00,8,2,0,0,0,1,13,20,33,30,3,16,0.188,0
600010,Vepery,Central Chennai,13.099586,80.253417,2025-11-01T07:44:00,2025-11-01T08:05:00,2025-11-01T08:15:00,7,2,0,0,0,0,21,10,31,73,7,17,0.412,1
600010,Vepery,Central Chennai,13.090352,80.249439,2025-10-24T16:11:00,2025-10-24T16:37:00,2025-10-24T16:52:00,16,6,1,0,0,0,26,15,41,38,4,23,0.174,0
600010,Vepery,Central Chennai,13.095677,80.247398,2025-10-27T22:07:00,2025-10-27T22:12:00,2025-10-27T22:20:00,22,0,0,1,0,0,5,8,13,56,4,30,0.133,1
600010,Vepery,Central Chennai,13.099464,80.252708,2025-11-18T13:01:00,2025-11-18T13:22:00,2025-11-18T13:40:00,13,2,0,0,0,0,21,18,39,67,4,14,0.286,0
600010,Vepery,Central Chennai,13.093511,80.250923,2025-09-20T09:07:00,2025-09-20T09:30:00,2025-09-20T09:40:00,9,6,1,0,0,1,23,10,33,37,2,26,0.077,0
600010,Vepery,Central Chennai,13.098739,80.247639,2025-11-14T06:43:00,2025-11-14T06:54:00,2025-11-14T07:06:00,6,1,0,0,0,0,11,12,23,29,6,27,0.222,1
600010,Vepery,Central Chennai,13.093849,80.254314,2025-11-17T19:23:00,2025-11-17T19:46:00,2025-11-17T19:58:00,19,2,0,0,1,1,23,12,35,58,7,20,0.35,1
600010,Vepery,Central Chennai,13.09211,80.250676,2025-07-06T07:47:00,2025-07-06T08:17:00,2025-07-06T08:29:00,7,6,1,0,0,0,30,12,42,62,4,19,0.211,0
600010,Vepery,Central Chennai,13.093879,80.245579,2025-06-20T01:18:00,2025-06-20T01:37:00,2025-06-20T01:51:00,1,0,0,1,0,0,19,14,33,60,4,12,0.333,1
600010,Vepery,Central Chennai,13.091278,80.246505,2025-09-21T12:06:00,2025-09-21T12:20:00,2025-09-21T12:37:00,12,2,0,0,0,0,14,17,31,75,4,30,0.133,0
600010,Vepery,Central Chennai,13.099037,80.252058,2025-06-24T23:30:00,2025-06-24T23:54:00,2025-06-25T00:11:00,23,3,0,1,0,0,24,17,41,60,2,11,0.182,1
600010,Vepery,Central Chennai,13.095438,80.247824,2025-07-04T02:14:00,2025-07-04T02:44:00,2025-07-04T02:55:00,2,4,0,1,0,0,30,11,41,59,4,18,0.222,1
600010,Vepery,Central Chennai,13.098694,80.254562,2025-07-09T14:45:00,2025-07-09T15:09:00,2025-07-09T15:17:00,14,6,1,0,0,0,24,8,32,38,3,16,0.188,0
600010,Vepery,Central Chennai,13.093597,80.246145,2025-11-23T21:43:00,2025-11-23T21:58:00,2025-11-23T22:09:00,21,5,1,0,1,0,15,11,26,32,3,30,0.1,0
600010,Vepery,Central Chennai,13.096893,80.251587,2025-10-13T11:34:00,2025-10-13T11:41:00,2025-10-13T11:50:00,11,0,0,0,0,0,7,9,16,68,2,16,0.125,0
600010,Vepery,Central Chennai,13.090117,80.246505,2025-06-04T15:28:00,2025-06-04T15:41:00,2025-06-04T15:53:00,15,5,1,0,0,0,13,12,25,37,7,11,0.636,1
600010,Vepery,Central Chennai,13.096281,80.252324,2025-11-20T07:20:00,2025-11-20T07:33:00,2025-11-20T07:43:00,7,5,1,0,0,0,13,10,23,50,3,16,0.188,0
600010,Vepery,Central Chennai,13.09267,80.251938,2025-10-01T11:10:00,2025-10-01T11:19:00,2025-10-01T11:35:00,11,1,0,0,0,0,9,16,25,53,5,25,0.2,1
600010,Vepery,Central Chennai,13.092245,80.252692,2025-06-17T06:54:00,2025-06-17T07:18:00,2025-06-17T07:26:00,6,3,0,0,0,0,24,8,32,52,3,23,0.13,0
600010,Vepery,Central Chennai,13.09593,80.244748,2025-06-19T19:58:00,2025-06-19T20:10:00,2025-06-19T20:22:00,19,3,0,0,1,1,12,12,24,48,3,28,0.107,0
600010,Vepery,Central Chennai,13.09497,80.25342,2025-08-01T04:54:00,2025-08-01T05:21:00,2025-08-01T05:39:00,4,2,0,1,0,0,27,18,45,62,6,18,0.333,1
600010,Vepery,Central Chennai,13.09399,80.244687,2025-09-25T14:12:00,2025-09-25T14:19:00,2025-09-25T14:31:00,14,6,1,0,0,0,7,12,19,46,4,29,0.138,0
600010,Vepery,Central Chennai,13.097093,80.247947,2025-11-16T18:25:00,2025-11-16T18:40:00,2025-11-16T18:57:00,18,4,0,0,1,1,15,17,32,75,2,18,0.111,0
600010,Vepery,Central Chennai,13.093555,80.24735,2025-08-10T03:36:00,2025-08-10T03:45:00,2025-08-10T04:05:00,3,0,0,1,0,0,9,20,29,20,2,28,0.071,1
600010,Vepery,Central Chennai,13.093231,80.247993,2025-10-17T14:19:00,2025-10-17T14:34:00,2025-10-17T14:50:00,14,4,0,0,0,0,15,16,31,23,7,27,0.259,1
600010,Vepery,Central Chennai,13.094384,80.251314,2025-07-10T16:09:00,2025-07-10T16:18:00,2025-07-10T16:37:00,16,6,1,0,0,0,9,19,28,70,3,17,0.176,0
600010,Vepery,Central Chennai,13.098257,80.24622,2025-10-11T22:40:00,2025-10-11T22:53:00,2025-10-11T23:01:00,22,5,1,1,0,0,13,8,21,25,4,26,0.154,1
600010,Vepery,Central Chennai,13.09856,80.249467,2025-06-04T16:39:00,2025-06-04T16:47:00,2025-06-04T17:04:00,16,4,0,0,0,0,8,17,25,50,4,15,0.267,0
600010,Vepery,Central Chennai,13.099734,80.253131,2025-07-31T05:18:00,2025-07-31T05:36:00,2025-07-31T05:52:00,5,4,0,1,0,0,18,16,34,54,6,20,0.3,1
600010,Vepery,Central Chennai,13.095103,80.248169,2025-11-05T00:50:00,2025-11-05T01:13:00,2025-11-05T01:33:00,0,0,0,1,0,0,23,20,43,38,3,21,0.143,1
600010,Vepery,Central Chennai,13.095023,80.249702,2025-09-15T09:47:00,2025-09-15T10:06:00,2025-09-15T10:16:00,9,0,0,0,0,1,19,10,29,45,7,17,0.412,1
600010,Vepery,Central Chennai,13.096958,80.244933,2025-06-09T08:27:00,2025-06-09T08:41:00,2025-06-09T08:49:00,8,1,0,0,0,1,14,8,22,25,3,16,0.188,0
600010,Vepery,Central Chennai,13.093519,80.245646,2025-10-18T17:40:00,2025-10-18T18:06:00,2025-10-18T18:26:00,17,0,0,0,1,1,26,20,46,38,2,29,0.069,0
600010,Vepery,Central Chennai,13.096623,80.246952,2025-10-12T08:14:00,2025-10-12T08:20:00,2025-10-12T08:34:00,8,3,0,0,0,1,6,14,20,64,7,11,0.636,1
600010,Vepery,Central Chennai,13.098443,80.251047,2025-09-08T22:15:00,2025-09-08T22:32:00,2025-09-08T22:43:00,22,6,1,1,0,0,17,11,28,32,2,17,0.118,1
600010,Vepery,Central Chennai,13.097549,80.246643,2025-09-10T02:35:00,2025-09-10T03:05:00,2025-09-10T03:19:00,2,4,0,1,0,0,30,14,44,30,2,14,0.143,1
600010,Vepery,Central Chennai,13.094554,80.247313,2025-10-30T10:30:00,2025-10-30T10:42:00,2025-10-30T10:54:00,10,1,0,0,0,0,12,12,24,23,2,24,0.083,0
600010,Vepery,Central Chennai,13.094375,80.253386,2025-10-14T04:47:00,2025-10-14T05:14:00,2025-10-14T05:29:00,4,1,0,1,0,0,27,15,42,27,7,17,0.412,1
600010,Vepery,Central Chennai,13.097187,80.245336,2025-06-02T07:28:00,2025-06-02T07:43:00,2025-06-02T07:53:00,7,0,0,0,0,0,15,10,25,41,6,18,0.333,1
600010,Vepery,Central Chennai,13.094553,80.254059,2025-10-01T19:32:00,2025-10-01T19:50:00,2025-10-01T20:07:00,19,4,0,0,1,1,18,17,35,31,7,29,0.241,1
600010,Vepery,Central Chennai,13.097769,80.247063,2025-09-17T04:29:00,2025-09-17T04:52:00,2025-09-17T05:02:00,4,5,1,1,0,0,23,10,33,57,4,19,0.211,1
600010,Vepery,Central Chennai,13.095835,80.249112,2025-11-02T23:46:00,2025-11-02T23:51:00,2025-11-03T00:05:00,23,2,0,1,0,0,5,14,19,71,2,28,0.071,1
600010,Vepery,Central Chennai,13.09169,80.248565,2025-10-05T05:53:00,2025-10-05T06:19:00,2025-10-05T06:38:00,5,1,0,1,0,0,26,19,45,64,6,15,0.4,1
600010,Vepery,Central Chennai,13.092262,80.244935,2025-11-20T04:09:00,2025-11-20T04:28:00,2025-11-20T04:36:00,4,1,0,1,0,0,19,8,27,35,3,29,0.103,1
600010,Vepery,Central Chennai,13.098511,80.254144,2025-08-03T07:04:00,2025-08-03T07:23:00,2025-08-03T07:38:00,7,2,0,0,0,0,19,15,34,42,4,28,0.143,0
600010,Vepery,Central Chennai,13.09498,80.245042,2025-07-07T13:13:00,2025-07-07T13:30:00,2025-07-07T13:43:00,13,4,0,0,0,0,17,13,30,64,3,10,0.3,0
600010,Vepery,Central Chennai,13.097675,80.245563,2025-10-15T22:53:00,2025-10-15T23:23:00,2025-10-15T23:42:00,22,4,0,1,0,0,30,19,49,37,5,22,0.227,1
600010,Vepery,Central Chennai,13.095184,80.246557,2025-07-05T04:23:00,2025-07-05T04:36:00,2025-07-05T04:45:00,4,0,0,1,0,0,13,9,22,40,2,19,0.105,1
600010,Vepery,Central Chennai,13.090682,80.248373,2025-08-02T12:29:00,2025-08-02T12:50:00,2025-08-02T13:10:00,12,6,1,0,0,0,21,20,41,31,2,16,0.125,0
600010,Vepery,Central Chennai,13.090814,80.2477,2025-11-03T19:21:00,2025-11-03T19:48:00,2025-11-03T20:06:00,19,3,0,0,1,1,27,18,45,35,7,25,0.28,1
600010,Vepery,Central Chennai,13.09444,80.247921,2025-11-07T12:46:00,2025-11-07T13:10:00,2025-11-07T13:19:00,12,2,0,0,0,0,24,9,33,22,5,28,0.179,1
600010,Vepery,Central Chennai,13.098716,80.246087,2025-11-02T13:00:00,2025-11-02T13:19:00,2025-11-02T13:30:00,13,6,1,0,0,0,19,11,30,64,4,29,0.138,0
600010,Vepery,Central Chennai,13.090096,80.246228,2025-06-15T08:24:00,2025-06-15T08:30:00,2025-06-15T08:42:00,8,5,1,0,0,1,6,12,18,20,4,28,0.143,0
600010,Vepery,Central Chennai,13.094621,80.247181,2025-07-29T08:23:00,2025-07-29T08:30:00,2025-07-29T08:50:00,8,5,1,0,0,1,7,20,27,58,2,28,0.071,0
600010,Vepery,Central Chennai,13.098191,80.245761,2025-10-25T21:46:00,2025-10-25T22:07:00,2025-10-25T22:23:00,21,4,0,0,1,0,21,16,37,54,5,22,0.227,1
600010,Vepery,Central Chennai,13.099171,80.245171,2025-11-15T17:15:00,2025-11-15T17:30:00,2025-11-15T17:41:00,17,4,0,0,1,1,15,11,26,53,3,25,0.12,0
600010,Vepery,Central Chennai,13.094888,80.252893,2025-06-22T12:46:00,2025-06-22T12:59:00,2025-06-22T13:17:00,12,0,0,0,0,0,13,18,31,39,4,23,0.174,0
600010,Vepery,Central Chennai,13.090145,80.246541,2025-07-12T20:57:00,2025-07-12T21:10:00,2025-07-12T21:21:00,20,2,0,0,1,0,13,11,24,51,6,24,0.25,1
600010,Vepery,Central Chennai,13.097778,80.24596,2025-06-29T11:54:00,2025-06-29T12:06:00,2025-06-29T12:16:00,11,4,0,0,0,0,12,10,22,43,7,24,0.292,1
600010,Vepery,Central Chennai,13.099489,80.249186,2025-08-18T00:49:00,2025-08-18T01:15:00,2025-08-18T01:27:00,0,0,0,1,0,0,26,12,38,73,5,23,0.217,1
600010,Vepery,Central Chennai,13.096441,80.25193,2025-10-13T01:52:00,2025-10-13T02:18:00,2025-10-13T02:35:00,1,6,1,1,0,0,26,17,43,43,7,30,0.233,1
600010,Vepery,Central Chennai,13.099802,80.247353,2025-09-22T10:04:00,2025-09-22T10:21:00,2025-09-22T10:30:00,10,3,0,0,0,0,17,9,26,22,3,22,0.136,0
600010,Vepery,Central Chennai,13.090646,80.252381,2025-11-18T01:47:00,2025-11-18T02:04:00,2025-11-18T02:22:00,1,4,0,1,0,0,17,18,35,55,7,14,0.5,1
600010,Vepery,Central Chennai,13.096572,80.247964,2025-08-26T03:32:00,2025-08-26T03:52:00,2025-08-26T04:03:00,3,6,1,1,0,0,20,11,31,67,6,13,0.462,1
